helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,computed_sentiment
0,960262489,2024-07-19,MOBILE,1,"le parc d’attractions Universal Studios promet de belles expériences, mais une fois à l’intérieur, vous passez la plupart du temps à attendre pour les attractions, avec des temps d’attente variant entre 45 minutes et 1h30. Pour une famille de deux adultes et deux enfants, cela signifie qu’il est possible de faire au maximum trois ou quatre attractions dans la journée. Les attractions elles-mêmes durent environ cinq minutes chacune. Le parc propose un ticket supplémentaire, le “Universal Express”, pour couper les lignes, mais même avec ce système, il faut encore attendre. Si vous décidez de l’acheter sur place, cela coûte environ 130 $ par personne, soit presque 600 $ supplémentaires pour une famille de quatre personnes. En ajoutant ce coût au prix du ticket d’entrée de presque 300 $ cela devient plus qu’excessif, c’est du vol",Très décevant,2024-07-01,FAMILY,Kolya77,"Geneva, Switzerland",Geneva,Switzerland,-1
0,960247106,2024-07-19,OTHER,5,It was a sunny weekend and as expected alot of tourists. Ride a train express from Vivo to Universal Studiso then head to Sentosa.,Universal Studios Singapore,2024-06-01,FRIENDS,Charish E,,,,1
0,960058106,2024-07-18,OTHER,3,"My 11 year olds wanted to go here while in Singapore and since they haven't been to the California one, I figured we could go to this one. They had a wonderful time and this was the highlight of their trip. However, I have visited the location in California, and this is certainly nothing like it. The California one has a train that goes around the studio, and the shows are amazing. The shows at the Singapore one weren't that great. I did not like the Stephen Spielberg one at all. The wait was long, it was extremely hot and the fans do not rotate so you are left waiting. Then when you enter there is a long boring talk, then you go to another room where they show special effects. It pales in comparison because at the LA one you have a proper show. Waterworld lines were very long so we skipped that since it was so hot too. The food was okay, barely any place to sit since all the tables were fully occupied.
Express costs a lot of money - with the ticket prices plus SGD 120 per person for express, we spent almost SGD 600 for 3 people. They nickel and dime a lot. The drying pods outside the water rapids ride cost SGD 5. The ponchos cost SGD 6. After paying such a hefty fee, you don't expect them to nickel and dime so much. My kids had a lot of fun and that was the point, but if you have been to the LA one, this one really doesn't measure up. You have to get express during peak time. Lines had 60-90 minutes wait for Battlestar Galactica and the like, and with express you basically are in and out in 10-15 minutes. When we saw the long lines we were so grateful for express even though it was so expensive. Within 4-5 hours we were done with all our rides and a couple of shows. Shrek 4-D was good but the talk before they open the doors was awful, just awful. It is long, unnecessary, everyone is just standing around waiting, kids are losing patience, and nobody is listening to the lady giving instructions and repeatedly asking people to move. Everyone was just busy taking selfies. What has this world come to! We almost left since we were so tired but then the doors opened and we enjoyed the show. I recommend Universal only if you have not been to the LA one and if you have young kids who enjoy rides.",Too expensive but nice rides,2024-07-01,FAMILY,Newyorker,"New York City, New York",New York City,New York,-1
0,960057274,2024-07-18,OTHER,4,"We took the cable car from Mount Faber over to Universal, bit of a trek down with a pushchair but worth the great views. 
USS itself was great. It was 36' and bright sunshine today which made waiting in lines difficult with two little ones (5&9yo). I would recommend going late afternoon if you can as from about 4pm onwards it was cooler and we were jumping onto rides with 5-15min wait times whereas when we first got there at 12 our first two rides were 45ish minute waits. If you can afford it buy the express pass it's so worth it if you want to do all the main rides. My thrill loving 9yo loved the mummy, raptor rapids, puss in boots and transformers and the Lights camera action show. My tamer 5yo preferred the sesame street, minion show, water world show and spotting the characters for photos. Something for everyone. As expected food is expensive, it was 17dollars for a kids chicken KFC style meal. Lots of water stations around though so bring a bottle.","Great day out, something for everyone",2024-07-01,FAMILY,Ashleigh J,,,,0
0,959993174,2024-07-17,MOBILE,5,"We went in early July, on a Monday in school holidays. We had express passes and entered as the gates opened. 

We didn’t seem to get in any faster - there was a separate queue but it wasn’t processed that quickly and we didn’t use the passes at the beginning of the day when the queues were short. 

Overall I found the experience much nicer than Disney. No stress with booking time windows for fast passes - we used our passes in the middle of the day only and also did some single rider passes so that we went on every single ride in the park, the Mummy 4x, both rollercoasters 4x (right at the end of the day) and also caught a show and sat down for brunch and lunch. 

It was one of my favourite park experiences - we are not gurus but have done both Disneys in California and the one in Tokyo and this was just as, if not more, fun.",Express pass 100% worth it,2024-07-01,FAMILY,Helen Y,"Sydney, Australia",Sydney,Australia,1
0,959735072,2024-07-15,OTHER,5,"My family and I spent a weekday at Universal Studios Singapore. The waiting time per attraction was just okay; it would be better to check it in the app so you can see the waiting time. We enjoyed Jurrasic Park Rapids Adventure, Transformers: The Ultimate 3D Battle, Revenge of the Mummy, Shrek 4-D Adventure, Canopy Flyer, and the water world. One day is not enough for you to fully enjoy the park. It's best to pack your own umbrella and flask, especially during the hot season.",Fun Experience!,2023-10-01,FAMILY,AEA,"Antipolo City, Philippines",Antipolo City,Philippines,1
1,959137198,2024-07-12,OTHER,4,"I have been here many times and the last I went was in 2022, this place is amazing, there are no operational malfunctions/delays. I still feel that they should build more rides but otherwise AMAZING!",Great!,2023-08-01,FRIENDS,Tanishka P,"Pune, India",Pune,India,1
1,959098868,2024-07-11,MOBILE,1,The lines were over 1 hour for every ride.  I basically paid $250 for the opportunity to purchase overpriced souvenirs and crap food and beverage.  Give it a miss.,Forget it,2024-07-01,FAMILY,Grant M,,,,-1
0,959000755,2024-07-11,MOBILE,4,"Fully enjoyed  my trip even ventured on a few rollacoasters my only complaint will be they let some of the ques get to big vip was up to 1 hour   And normal que was over 2 hours  for some rides with inaccurate waiting times displayed this can eat in to your day and use up slot of time. 
Plenty of good restaurants and snacks for sale bubblegum Icecream was very nice.",Trip to universal Singapore,2024-07-01,COUPLES,Neil S,"Birmingham, United Kingdom",Birmingham,United Kingdom,1
1,958704983,2024-07-09,MOBILE,4,"Been here a few times and we again today. Pre purchased tickets online, nice an and easy. 10 mins to get through the gates. The place was busy but the ride times were pretty good. A lot of places the buy food. It’s a theme park so prices are expensive. A good day for a family outing.",Good Family Day Out,2024-07-01,FAMILY,Damien S,"Adelaide, Australia",Adelaide,Australia,1
1,958367567,2024-07-07,MOBILE,2,"Not worth the price of admission.
Wait times for rides are extremely excessive and paying $100 per person to use the fast pass lines is insane for the amount of rides they have there.
I will say the best ride we went on was the transformers ride. Would highly recommend doing this ride. All other rides were disappointing.
Avoid treasure hunters ride at all costs!!! The worst ride I have ever been on in my life. You will be angry as hell if you wait in line for this ride. You have been warned.",Don’t waste your money or time. Better things to do in Singapore than this.,2024-07-01,FAMILY,Kevin S,,,,-1
