helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,sentiment
0,958328022,6/7/24,MOBILE,1,"always held singapore high regard , recent visit universal studio shattered perception . someone traveled 50 country , first time encountered blatant racism . incident occurred `` human '' ride , brother , holding express ticket , naturally skipped queue proceeded front . attendant , whose name believe razak , insisted seeing ticket , despite u already shown entrance . complying , politely inquired going ask ticket behind u , happened local chinese . . intended let matter drop , razak kept pressing , asking , `` wrong ? '' unnecessary persistence quite upsetting . matter escalated young singaporean girl , claiming work , different queue , began hurling profanity ( f word ) u . instead addressing behavior , attendant asked u calm . naturally , defended . 's crucial staff esteemed attraction recognize indian visit singapore spend generously , purchasing premium ticket shopping extensively . time valuable , irritation part need reality check . last visit singapore . make sure entire network know racist experience , discourage anyone influence investing visiting country .",**Terribly Disappointing and Racist Experience at Universal Park – Never Returning!**,1/7/24,FAMILY,Anas J,,,,1
1,957783128,3/7/24,MOBILE,3,"universal started new policy pas out park . pay day ’ enjoy day want need exit park reason . corporate greed rearing ahead . come universal , charging disney giving le . reverse stupid policy immediately .",No pass outs? Come on universal.,1/7/24,FAMILY,lovegettinaway90,"Portland, Oregon",Portland,Oregon,1
6,957486167,1/7/24,MOBILE,5,bought ticket online ’ big hassle u enter park . however ’ planning ride believe express pas must . transformer ride without pas took u almost 2 hour get ride . huge transformer fan ride worth . also van gogh exhibition amazing well . apt show happening throughout day ’ best figure show ’ like attend plan accordingly . donkey live super funny .,Fun at Universal Studios,1/8/23,COUPLES,Aditya M,"Kathmandu, Nepal",Kathmandu,Nepal,1
0,957341646,30/6/24,OTHER,4,"stone 's throw away ( like 1-stop metro line ) oasia resort hotel . could easily walk , feel emboldened sweat little run gauntlet rain storm . like great iconic hollywood studio , expect people . lot ! best advice give anyone pay express line . nothing beat leap frogging line hanging around .... especially sweltering humidity . big bang buck . like everything singapore , universal studio clean well run . moment walk , moment leave everything . enjoyed fact like disneyland mickey mouse goofy overkill . literally everything age including adrenalin junky . , docile getting wet slower pace watching hollywood past present foisted throat .",Join the throng but pay for the VIP Express Line access. Worth every cent!,1/9/23,FAMILY,The Walking Critic,"Perth, Australia",Perth,Australia,1
0,956742221,25/6/24,OTHER,5,"one dream place since little boy . unexplainable experience ever . amazing . went every ride , food item lost dream paradise .",On of My Dream Place,1/12/23,FAMILY,Hasith Amarakoon,"Ratnapura, Sri Lanka",Ratnapura,Sri Lanka,1
0,956735295,25/6/24,OTHER,3,"’ bought express pas almost $ 100 aud extra per person however felt disappointment found door allowed used per ride , cant used twice ride , scam . think use early entry pas , around 45-60mins earlier everyone take ride like best first . transformer ride really amazing however friend got stuck inside 20mins .",Do it only if you didnt do any other Universal Studio,1/6/24,FAMILY,Nancy,"Croydon, Australia",Croydon,Australia,1
0,956443839,23/6/24,OTHER,5,"second visit universal studio , , great time roller coaster . something every age group , making fantastic destination family . main reason writing review share positive experience staff 's honesty efficiency . daughter lost/forgot phone , found next day ease . already deposited lost found counter , able retrieve quick verification . truly impressed phone lost vast property returned u intact . kudos universal studio team !",Lost phone was found,1/6/24,FAMILY,Upasna K,,,,1
0,955951233,20/6/24,MOBILE,5,"must visit singapore . buy express ticket . waiting time queue redices drastically , else regular ticket , long wait queue . alternatjvely , buy regular enter universal at/around 1200. would le rush . waterworld show 2x daily must visit/to attend .",Amazing !!,1/5/24,FAMILY,Kilroy_Mariner,"Mumbai, India",Mumbai,India,-1
0,955227649,15/6/24,OTHER,1,我的这个软件上买了一张环球影城的套票（一日门票+多次快捷票），到现场兑换多次快捷票的时候，园区的工作人员告诉我，并没有看到我的兑换信息，我检查了我的邮箱和软件，发现软件发给我的两个pdf都是门票的，并没有多次快捷票，导致我当天并没有使用到多次快捷票。我当时也是找过客服的，发现客服电话是打不通。所以，体验非常不好，再也不会使用这个软件买任何票了。之后，我回到中国再打电话给客服尝试解决这个问题，然后，到现在都没有给我解决。,新加坡环球影城的多次快捷票千万不要在这里买,1/6/24,FRIENDS,,,,,-1
1,955137338,14/6/24,MOBILE,4,"’ japan usa park one tiny compared rest good , ride different layout . relaxed entry security , bring water bottle back pack issue . buy fast pas avoid long line $ 56 usd park small crowded ’ worth hit ride 8 hour except flying dino-soaring treasure hunter go cart . good news ’ building harry potter world look like year completed ( started ) . mario land : ( food drink ’ overpriced like usa , good option fair price . nice park little bit small crowd attracts . around 6pm crowd start dissipate",Small park but expanding,1/6/24,FAMILY,John A,"Las Vegas, Nevada",Las Vegas,Nevada,1
0,955008915,13/6/24,MOBILE,5,visited reasonably early thursday surprised busy . went cylon roller coaster jurassic park ride average wait time 40 min went really quick . found staff helpful friendly . merchandise would expect bit pricey bad . eat anything certainly heap place sit meal . weather kind great . overall awesome day .,Enjoyable Experience,1/6/24,COUPLES,Troy B,"Perth, Australia",Perth,Australia,1
1,954936784,13/6/24,OTHER,5,"'s best . make sure plan properly . go early weekday . weekday , crowd n't much . waiting time decent . app , install tat , view waiting time map . must visit ride transformer ride , revenge mummy , battlestar galactica . go weekday , cover ride . check water work show happens twice everyday .",Best experience ever,1/6/24,FAMILY,Explorer,,,,1
1,954468071,9/6/24,OTHER,4,"arrived bit later planned ; around 1pm fri 24th may 2024. would postponed n't enjoy prospect visit weekend . time got bearing , first ride went transformer . went single rider queue literally walked straight front ( apparently , normal queue bit wait though ) . went bite eat end already 4.00pm much time park looked online ride `` unmissable '' one . waited opportunity ride jurassic park , revenge mummy battlestar galactica . almost 5pm rode order mummy ( 15mins wait ) , jurassic park ( 20m wait ) , battlestar galactica ( 15m cylon , 30m human ) . , jurassic park probably least worthy wait . spent ride spinning round anxious 'd start feel naseous , couple semi-exciting drop ride end . obviously , given time would tried experience show well big family including child difficult make specific time . catch troll show cleverly scheduled last show day located exit park . surprised lack queue ride dismissed period possibly low season . could also queued late day . luckily , n't purchase express pas . would livid . imagine entered park opening queue would much longer hour closing people exhausted already left . 're going singapore , honestly 's huge number thing universal worth visit . 's bit pricey 've decided visit singapore trying save money already window . flip side , 's something would visit singapore visit though . n't reach scale disney world universal florida .",The only person that won't complain about long queues,1/5/24,FAMILY,gavin2019,,,,1
1,954461259,9/6/24,OTHER,5,"loved ! kid , hubby wonderful time . enjoyed ride , character meeting show . kid loved meeting shrek fiona well optimus prime bumblebee . would recommend getting early avoid long queue .",Loved it,1/7/23,FAMILY,megagarwal,"Mumbai, India",Mumbai,India,1
0,954353430,9/6/24,OTHER,1,"unbelievable disappointed ! arrived midday 7 june pretty much everything looked long waiting time . battlestar galactica - 70 minute revenge mummy - 60 minute . treasure hunter - 40 minute . water work - unbelievable long queue canopy flyer - sure actually found entrance looking lost world might confused get , crowded queue blocking path , attempt unsuccessful , gate seemed blocking way , gave one , 'm sure would long wait . jurassic park ride - long wait . n't remember finding shrek donkey live , maybe maybe n't , think waiting time long pretty much everything however coffee one cafe near egyptian statue , saw baby trex born , meal restaurant , saw outdoor burt & ernie dancing show ( delayed imminent rain ) near cleopatra 's needle . waited waited untill later afternoon long waiting line clear , line still long , tried light , camera action waiting time 20 minute gave getting late tired , decided last attend - troll hug time jubilee , waiting time enjoyed much ! genuine attention managed experience l fact 'trolls hug time jubilee ' real 'attraction ' got see ! departed late afternoon . unbelievable disappointed waste day lot money expensive ticket !",Unbelievable Disappointed,1/6/24,FAMILY,Neil H,,,,1
0,954156432,7/6/24,MOBILE,4,"ride kida . son 13 ; didnt like . might fore child . adult enjoyed though . : ) food accessible . photo quite pricey . entrance , please already inquire time show , photo ops , etc . manage time . structure inside okay .",Be informed,1/5/24,FAMILY,h0tp1nk,"Las Pinas, Philippines",Las Pinas,Philippines,1
0,953937946,6/6/24,OTHER,5,awesome time family son best time . best place ride also shop . lot option food .,Super fun,1/5/24,FAMILY,Global 1701,"Mumbai, India",Mumbai,India,1
